referring_pcp_npi,receiving_hospital_npi,transaction_count
1831287630,1164590386,298
1750368403,1164590386,633
1174718480,1164590386,671
1598719536,1164590386,249
1053306175,1164590386,114
1184612921,1164590386,172
1689694887,1164590386,93
1427180868,1164590386,1499
1124061676,1164590386,155
1841225661,1164590386,115
1184069429,1164590386,91
1811935612,1164590386,68
1497893556,1164590386,66
1407890593,1164590386,98
1295720605,1164590386,91
1609844489,1164590386,644
1659473452,1164590386,170
1932172624,1164590386,51
1457317257,1164590386,1676
1629064738,1164590386,57
1366642415,1164590386,785
1801007596,1164590386,72
1205945300,1164590386,51
1144221391,1164590386,90
1861689432,1164590386,87
1730102278,1164590386,140
1841387941,1164590386,98
1942620232,1164590386,995
1831269406,1164590386,234
1730292913,1164590386,102
1861405409,1164590386,685
1376544767,1164590386,136
1700823713,1164590386,147
1942412358,1164590386,147
1811158942,1164590386,522
1780623579,1164590386,101
1528105616,1164590386,451
1700846334,1164590386,87
1659639847,1164590386,68
1518919000,1164590386,380
1861451338,1164590386,110
1043281710,1164590386,168
1942299359,1164590386,131
1285862482,1164590386,100
1619969482,1164590386,1139
1134117690,1164590386,552
1295052934,1164590386,737
1902062391,1164590386,92
1598736266,1164590386,202
1912325150,1164590386,861
1164832648,1164590386,844
1518178441,1164590386,336
1346238656,1164590386,187
1851362628,1164590386,197
1790766590,1164590386,80
1922285337,1164590386,62
1881012664,1164590386,150
1184611493,1164590386,75
1922278126,1164590386,154
1417956830,1164590386,52
1215926860,1164590386,117
1134247570,1164590386,63
1306981741,1164590386,139
1447284864,1164590386,1348
1104859115,1164590386,767
1598887473,1164590386,114
1841360930,1164590386,247
1649426016,1164590386,98
1124003561,1164590386,488
1750701900,1164590386,71
1033370986,1164590386,170
1497175632,1164590386,71
1639151400,1164590386,90
1811985815,1164590386,233
1003198359,1164590386,359
1154534923,1164590386,1223
1992091995,1164590386,194
1235154683,1164590386,384
1447212964,1164590386,82
1215926886,1164590386,175
1619906856,1164590386,62
1831122860,1164590386,776
1124096904,1164590386,664
1831149152,1164590386,83
1487096459,1164590386,50
1033187810,1164590386,553
1568406783,1164590386,1297
1255642856,1164590386,398
1942594932,1164590386,209
1528404944,1164590386,69
1972749174,1164590386,702
1962490359,1164590386,125
1467418871,1164590386,57
1902224041,1164590386,592
1679517445,1164590386,323
1366731697,1164590386,54
1912276890,1164590386,493
1285627398,1164590386,130
1770525107,1164590386,264
1669799532,1164590386,67
1184650145,1164590386,83
1952404402,1164590386,173
1699088096,1164590386,99
1487608964,1164590386,114
1528090214,1164590386,50
1154341543,1164590386,88
1427073451,1164590386,587
1184048795,1164590386,128
1700827763,1164590386,101
1881624450,1164590386,591
1710920467,1164590386,51
1972573038,1164590386,137
1306834700,1164590386,174
1659342384,1164590386,80
1205878402,1164590386,638
1356592778,1164590386,916
1023157195,1164590386,962
1043351471,1164590386,484
1417046806,1164590386,989
1083614044,1164590386,151
1720241185,1164590386,568
1407888357,1164590386,172
1861430621,1164590386,73
1598973273,1164590386,721
1275828089,1164590386,1185
1386878957,1447639398,74
1376544767,1447639398,415
1376544767,1700267218,71
1700823713,1700267218,79
1700823713,1447639398,464
1235242181,1447639398,178
1003854258,1447639398,123
1144264458,1629025648,74
1396739140,1780778969,89
1346504529,1780778969,609
1558386771,1629025648,399
1942203120,1780778969,756
1942429816,1780778969,214
1942429816,1629025648,1664
1902070238,1629025648,57
1407896749,1629025648,1004
1679521090,1629025648,54
1679521090,1780778969,225
1902823099,1629025648,55
1306037775,1629025648,171
1306037775,1780778969,78
1396799979,1780778969,128
1396799979,1629025648,735
1831169069,1629025648,129
1154313708,1780778969,444
1154313708,1629025648,76
1225203540,1780778969,516
1982644886,1629025648,202
1508276213,1629025648,58
1902953706,1629025648,845
1902953706,1780778969,67
1588928980,1629025648,59
1467456228,1780778969,627
1558315168,1629025648,1026
1063458255,1780778969,93
1063458255,1629025648,63
1972718104,1780778969,384
1306053939,1780778969,591
1356332068,1629025648,175
1053425181,1629025648,64
1639201130,1629025648,924
1972548220,1629025648,130
1972548220,1780778969,131
1962778167,1629025648,308
1952345001,1780778969,134
1154376259,1780778969,215
1376585174,1629025648,211
1578728283,1780778969,63
1164426979,1780778969,703
1225078561,1629025648,131
1285662148,1780778969,158
1295770915,1780778969,94
1114979184,1629025648,70
1508862939,1780778969,111
1982661617,1780778969,54
1114001229,1629025648,284
1437449766,1780778969,69
1134178171,1629025648,721
1770842759,1780778969,51
1114966835,1780778969,79
1114966835,1629025648,755
1093150351,1780778969,149
1568406411,1780778969,424
1427445220,1629025648,353
1023000999,1629025648,249
1023000999,1780778969,77
1881639136,1780778969,149
1275680134,1629025648,1037
1649274515,1780778969,719
1306862669,1780778969,81
1740275221,1780778969,646
1891963591,1780778969,153
1326086653,1629025648,2228
1114004983,1780778969,87
1316933955,1629025648,128
1447307251,1629025648,62
1447307251,1780778969,111
1902162431,1629025648,228
1902162431,1780778969,59
1770519704,1629025648,1938
1962499582,1629025648,105
1457346132,1780778969,147
1275524936,1629025648,156
1275524936,1780778969,177
1073516001,1629025648,54
1316987654,1629025648,178
1750524856,1629025648,52
1649566258,1629025648,854
1700810371,1780778969,55
1700810371,1629025648,78
1598719536,1629025648,1798
1912970021,1780778969,75
1184612921,1629025648,52
1184612921,1780778969,109
1225029994,1780778969,129
1710032255,1629025648,104
1710032255,1780778969,109
1649218819,1629025648,1279
1427180868,1629025648,92
1124175922,1780778969,60
1588655021,1629025648,181
1467645903,1629025648,60
1912101494,1780778969,58
1912101494,1629025648,384
1386664662,1629025648,99
1043300288,1629025648,639
1730474321,1629025648,151
1598812455,1780778969,98
1598812455,1629025648,921
1184069429,1780778969,617
1811935612,1780778969,62
1407890593,1629025648,66
1407890593,1780778969,100
1043294747,1780778969,52
1013957976,1629025648,357
1659375228,1780778969,54
1659375228,1629025648,82
1477598712,1780778969,194
1144288747,1629025648,85
1366497273,1629025648,750
1285625814,1629025648,66
1285625814,1780778969,180
1740262104,1629025648,56
1023205531,1629025648,497
1023205531,1780778969,76
1104818889,1629025648,50
1104818889,1780778969,213
1457317257,1629025648,130
1174565543,1780778969,507
1174565543,1629025648,68
1144224981,1780778969,555
1942314075,1629025648,96
1669463337,1780778969,133
1285723718,1780778969,130
1104817907,1780778969,176
1144221391,1629025648,61
1649278474,1629025648,1273
1861751703,1780778969,131
1841387941,1780778969,641
1427444058,1629025648,329
1184620460,1629025648,153
1184620460,1780778969,59
1104802271,1629025648,56
1104802271,1780778969,65
1497793731,1629025648,1618
1831181957,1629025648,65
1154312908,1780778969,88
1609970797,1780778969,77
1609970797,1629025648,676
1316975485,1780778969,116
1316975485,1629025648,54
1447440177,1629025648,840
1881646073,1629025648,116
1417983214,1629025648,1594
1417983214,1780778969,60
1548317498,1780778969,91
1548317498,1629025648,69
1194872051,1780778969,745
1831262385,1629025648,65
1407811722,1780778969,109
1912947318,1780778969,53
1912947318,1629025648,288
1932372505,1780778969,116
1427251859,1629025648,109
1811158942,1629025648,58
1174556492,1629025648,543
1174556492,1780778969,107
1780623579,1629025648,50
1801880737,1780778969,70
1679702716,1780778969,104
1679702716,1629025648,465
1003819277,1780778969,673
1417938432,1629025648,63
1386689636,1780778969,162
1063452902,1780778969,60
1063452902,1629025648,219
1245334333,1780778969,78
1245334333,1629025648,904
1952304966,1629025648,80
1538103692,1629025648,138
1538103692,1780778969,506
1558355941,1629025648,98
1831139799,1629025648,943
1922045137,1629025648,1291
1013908730,1780778969,263
1013908730,1629025648,765
1275597262,1780778969,79
1417964628,1780778969,77
1679568364,1780778969,67
1285862482,1780778969,612
1982703328,1629025648,51
1619969482,1629025648,101
1245275593,1780778969,65
1538112495,1629025648,54
1538112495,1780778969,200
1184914129,1629025648,92
1104269067,1780778969,57
1104269067,1629025648,959
1295052934,1629025648,53
1871573196,1780778969,124
1639249774,1780778969,54
1619075207,1629025648,762
1619075207,1780778969,118
1447242565,1780778969,142
1447242565,1629025648,95
1053314963,1780778969,782
1386608768,1780778969,263
1063485373,1780778969,54
1063485373,1629025648,269
1104863554,1780778969,56
1104863554,1629025648,723
1336377837,1780778969,98
1033100763,1780778969,69
1073580338,1780778969,67
1710100656,1780778969,208
1710100656,1629025648,54
1508890286,1629025648,633
1508890286,1780778969,92
1588789044,1780778969,50
1588789044,1629025648,232
1649480237,1629025648,131
1598871642,1780778969,156
1457455693,1780778969,53
1881638179,1780778969,249
1306891262,1629025648,1670
1306891262,1780778969,123
1770640187,1780778969,732
1912954231,1629025648,744
1790723013,1629025648,308
1770521502,1629025648,1248
1679620470,1629025648,174
1699773150,1780778969,168
1427052224,1780778969,708
1386686137,1629025648,1056
1538256672,1629025648,210
1255368767,1629025648,1605
1740271170,1629025648,126
1740271170,1780778969,74
1316985120,1780778969,165
1316985120,1629025648,1694
1922280692,1780778969,85
1922280692,1629025648,105
1992790091,1780778969,122
1518178441,1780778969,126
1518178441,1629025648,1119
1316029226,1780778969,127
1316029226,1629025648,1532
1245203355,1629025648,75
1467494591,1780778969,85
1588655153,1780778969,89
1902812571,1780778969,55
1285676247,1629025648,1009
1922285337,1780778969,70
1922285337,1629025648,1481
1457355257,1780778969,762
1548251242,1780778969,56
1184611493,1629025648,50
1922278126,1629025648,102
1922278126,1780778969,57
1639186349,1780778969,68
1417956830,1780778969,334
1609295351,1780778969,69
1194751354,1780778969,349
1356395990,1629025648,394
1235137183,1780778969,58
1700839263,1780778969,104
1700839263,1629025648,404
1679515431,1629025648,424
1679515431,1780778969,76
1063452399,1629025648,258
1750701900,1780778969,705
1619254141,1780778969,89
1952590705,1629025648,64
1497175632,1780778969,617
1487672291,1629025648,55
1487672291,1780778969,57
1447204961,1780778969,798
1720144454,1780778969,303
1750376786,1780778969,253
1154534923,1780778969,93
1154534923,1629025648,102
1871770123,1780778969,54
1942226519,1780778969,865
1881803492,1629025648,129
1881803492,1780778969,136
1386820413,1629025648,392
1386820413,1780778969,100
1639314776,1780778969,59
1750394060,1780778969,83
1083606248,1780778969,133
1083606248,1629025648,748
1356325237,1780778969,118
1578677274,1629025648,84
1578677274,1780778969,118
1942290333,1629025648,133
1831149152,1780778969,651
1316980352,1629025648,345
1316980352,1780778969,127
1881638971,1629025648,294
1881638971,1780778969,326
1407880016,1629025648,156
1184619124,1629025648,89
1578604906,1780778969,785
1528005667,1629025648,936
1538150289,1780778969,56
1790729887,1780778969,331
1497789556,1780778969,130
1144309121,1629025648,90
1255355277,1780778969,54
1417903378,1780778969,127
1023009818,1780778969,91
1477548675,1780778969,152
1689677619,1629025648,97
1932128782,1780778969,1369
1457465668,1629025648,548
1841418860,1780778969,98
1255370029,1629025648,344
1255370029,1780778969,63
1215995972,1629025648,67
1730115981,1780778969,57
1730115981,1629025648,80
1063415131,1629025648,57
1770582140,1629025648,874
1184615809,1629025648,76
1578597704,1629025648,75
1578597704,1780778969,54
1144211830,1629025648,230
1619269008,1780778969,97
1871584532,1780778969,296
1871584532,1629025648,152
1902013410,1780778969,140
1528404944,1780778969,531
1427043645,1780778969,184
1396784971,1629025648,134
1265465959,1629025648,58
1265465959,1780778969,209
1730145640,1629025648,314
1265875553,1629025648,572
1982614814,1629025648,357
1144594573,1629025648,789
1285695171,1780778969,59
1730236613,1629025648,51
1740271402,1780778969,94
1740271402,1629025648,358
1871685743,1629025648,1388
1235357062,1780778969,123
1811104003,1780778969,104
1811104003,1629025648,194
1346426038,1780778969,139
1831289255,1629025648,1212
1942203963,1780778969,1234
1073505830,1629025648,1727
1073505830,1780778969,157
1528487113,1629025648,521
1528487113,1780778969,84
1366446171,1780778969,1181
1285627398,1629025648,1501
1285627398,1780778969,123
1104820760,1780778969,361
1154366409,1780778969,171
1154366409,1629025648,51
1740487305,1629025648,95
1558309971,1629025648,476
1184650145,1780778969,682
1952404402,1780778969,58
1538150156,1780778969,163
1801996012,1780778969,55
1801996012,1629025648,957
1841237450,1629025648,847
1245368943,1780778969,78
1699088096,1780778969,522
1154341543,1629025648,54
1437392917,1780778969,69
1437392917,1629025648,820
1427073451,1629025648,82
1902004005,1780778969,152
1265423099,1780778969,67
1215216890,1780778969,92
1902328362,1780778969,69
1225031073,1629025648,1245
1700827763,1780778969,556
1396736963,1780778969,62
1255301800,1629025648,78
1255301800,1780778969,73
1023065232,1629025648,245
1679546717,1629025648,51
1679546717,1780778969,132
1124067533,1629025648,221
1427051432,1780778969,1022
1659710077,1780778969,72
1952307233,1780778969,192
1760475396,1780778969,137
1760475396,1629025648,605
1659342384,1629025648,1132
1366706459,1629025648,210
1205878402,1629025648,53
1801888060,1629025648,58
1801888060,1780778969,663
1720241185,1780778969,79
1720241185,1629025648,1289
1932331550,1629025648,721
1063403434,1780778969,148
1598718330,1629025648,60
1609848738,1780778969,260
1396753356,1629025648,171
1396753356,1780778969,62
1538363023,1780778969,64
1538363023,1629025648,927
1952304990,1780778969,538
1003013160,1629025648,51
1679576839,1780778969,761
1750389607,1629025648,62
1285625731,1629025648,92
1285625731,1780778969,144
1194743914,1780778969,286
1649262338,1629025648,84
1649262338,1780778969,836
1619916970,1629025648,1228
1861430621,1629025648,1804
1861430621,1780778969,235
1538324496,1780778969,233
1598973273,1780778969,83
1598973273,1629025648,83
1154313708,1215937982,1009
1225203540,1215937982,83
1164426979,1215937982,347
1285662148,1215937982,232
1457346132,1215937982,163
1104818889,1215937982,208
1144224981,1215937982,56
1194872051,1215937982,67
1679568364,1215937982,60
1992790091,1215937982,143
1457355257,1215937982,220
1578604906,1215937982,361
1477548675,1215937982,174
1427043645,1215937982,277
1811104003,1215937982,72
1366446171,1215937982,603
1104820760,1215937982,214
1902328362,1215937982,108
1679521090,1992861314,62
1174565543,1992861314,143
1194751354,1992861314,64
1194743914,1992861314,69
1790758514,1932170750,50
1396737177,1932170750,62
1780654285,1932170750,208
1881642791,1932170750,1194
1831281245,1932170750,94
1861689432,1932170750,971
1861451338,1932170750,930
1598833808,1932170750,54
1104917061,1932170750,257
1790766590,1932170750,59
1982672507,1932170750,461
1033370986,1932170750,250
1962662858,1932170750,154
1912060906,1932170750,200
1558384099,1932170750,378
1992091995,1932170750,340
1942594932,1932170750,256
1730241159,1932170750,632
1972573038,1932170750,228
1649362062,1932170750,241
1457428195,1245541358,56
1457346132,1023061520,62
1790757821,1023061520,78
1184619124,1023061520,80
1679546717,1023061520,53
1902823099,1285644237,393
1104890003,1285644237,59
1700810371,1285644237,56
1053453795,1285644237,103
1790891315,1285644237,71
1013179860,1285644237,62
1730114315,1285644237,73
1508838400,1285644237,132
1891726303,1285644237,119
1063739480,1285644237,94
1558355941,1285644237,292
1104933738,1285644237,92
1134410129,1285644237,95
1912979501,1285644237,73
1235215518,1285644237,57
1467498279,1285644237,109
1275536468,1285644237,77
1225027014,1285644237,89
1942290333,1285644237,178
1407090236,1285644237,107
1356308779,1285644237,95
1235101809,1285644237,91
1942255575,1447571658,143
1720029101,1447571658,87
1437121092,1447571658,277
1679558738,1669793865,76
1679558738,1447571658,1005
1902823099,1447571658,1008
1891861506,1447571658,200
1104890003,1447571658,1364
1174564314,1447571658,564
1891767794,1447571658,348
1326086653,1447571658,55
1447307251,1447571658,764
1871565457,1447571658,279
1144259631,1447571658,296
1700810371,1447571658,1558
1003113200,1447571658,62
1053453795,1447571658,1345
1790891315,1447571658,966
1184612921,1447571658,278
1104244458,1447571658,142
1013179860,1447571658,809
1740252642,1447571658,51
1124043880,1447571658,263
1124097126,1447571658,158
1871565465,1447571658,381
1205826526,1447571658,307
1730114315,1447571658,638
1750444139,1447571658,247
1508838400,1447571658,1787
1588738744,1447571658,114
1891726303,1447571658,953
1295706257,1447571658,211
1881646073,1447571658,56
1063739480,1548581598,66
1063739480,1447571658,1000
1649212598,1447571658,381
1033316484,1447571658,53
1801866199,1447571658,74
1003819277,1447571658,121
1760414429,1447571658,75
1558355941,1447571658,1042
1083622575,1447571658,57
1992770929,1447571658,256
1144667288,1447571658,130
1104933738,1447571658,1161
1447296959,1447571658,404
1861485039,1447571658,391
1134410129,1447571658,1158
1366571523,1447571658,269
1629094438,1447571658,75
1114916095,1447571658,75
1720034127,1447571658,74
1427046622,1447571658,57
1518976315,1447571658,62
1912979501,1447571658,775
1124007984,1447571658,88
1235215518,1447571658,462
1295919041,1447571658,200
1245203355,1447571658,630
1427040021,1447571658,248
1205879467,1447571658,56
1871696096,1447571658,170
1467498279,1447571658,1240
1275536468,1447571658,995
1427023894,1447571658,105
1447366075,1447571658,506
1740311521,1447571658,188
1831123488,1447571658,61
1861541351,1447571658,401
1144383738,1447571658,58
1225027014,1447571658,1054
1578615522,1447571658,149
1134154461,1447571658,131
1487644522,1447571658,52
1508916586,1447571658,87
1881803492,1447571658,313
1265606255,1447571658,62
1790770378,1447571658,50
1306969696,1447571658,600
1942290333,1447571658,2401
1184619124,1447571658,148
1144309121,1447571658,154
1629040522,1447571658,380
1902013410,1447571658,80
1083665962,1447571658,101
1407090236,1548581598,103
1407090236,1447571658,1430
1508002015,1447571658,199
1356308779,1447571658,1072
1457795239,1447571658,105
1508935776,1447571658,102
1083687305,1447571658,576
1104871029,1447571658,439
1245368943,1447571658,132
1679832661,1447571658,62
1225031073,1447571658,78
1255301800,1447571658,67
1285615278,1447571658,51
1679689285,1447571658,833
1659342384,1447571658,61
1235101809,1447571658,772
1336230424,1447571658,456
1588655377,1245271741,405
1942255575,1467763458,517
1902823099,1467763458,77
1891861506,1467763458,522
1699834903,1467763458,118
1588738744,1467763458,149
1558355941,1467763458,142
1104933738,1467763458,121
1184619124,1467763458,70
1942255575,1821350349,317
1174730386,1598738205,135
1528174752,1598738205,52
1437260296,1598738205,51
1144377011,1598738205,53
1700933504,1598738205,60
1477640589,1598738205,59
1508839622,1598738205,50
1639362171,1598738205,55
1467491670,1598738205,52
1154311413,1598738205,58
1649362062,1598738205,77
1134211550,1396882205,485
1962664680,1396882205,87
1679665095,1396882205,1769
1720033038,1396882205,68
1730295742,1396882205,1148
1013958776,1396882205,841
1932180007,1396882205,183
1760682280,1396882205,132
1144264458,1396882205,149
1942255575,1306889597,685
1942255575,1215979190,182
1942255575,1396882205,100
1548571052,1396882205,51
1205030780,1396882205,93
1497847800,1396882205,2173
1144588690,1396882205,380
1447358395,1396882205,101
1902192008,1396882205,402
1912166752,1396882205,238
1396932463,1396882205,78
1346397205,1396882205,53
1689841744,1396882205,206
1689686503,1396882205,561
1558386771,1306889597,771
1740484229,1396882205,74
1659362002,1396882205,408
1912016650,1396882205,574
1487947396,1396882205,274
1174730386,1396882205,201
1679558738,1396882205,119
1548464027,1396882205,993
1669529616,1396882205,111
1669657763,1396882205,155
1194969196,1396882205,490
1841387974,1396882205,1666
1679521090,1396882205,91
1902823099,1396882205,87
1902823099,1306889597,428
1578531174,1396882205,84
1306037775,1396882205,80
1275767261,1396882205,66
1174670046,1396882205,81
1215377932,1396882205,133
1154392918,1396882205,113
1932381795,1396882205,2640
1831169069,1396882205,129
1386901536,1396882205,88
1174727655,1396882205,138
1114961596,1396882205,60
1790758514,1396882205,76
1508821026,1396882205,56
1154313708,1396882205,61
1457435562,1396882205,230
1225269103,1396882205,467
1285733618,1396882205,1842
1962515023,1396882205,141
1316054133,1396882205,186
1609963727,1396882205,1002
1912099342,1396882205,858
1780837203,1396882205,109
1982644886,1396882205,72
1588928980,1396882205,114
1710270194,1396882205,167
1174670962,1396882205,1233
1881673093,1396882205,57
1174669998,1306889597,464
1174669998,1396882205,107
1396737177,1306889597,52
1396737177,1396882205,60
1891861506,1306889597,53
1669473716,1396882205,913
1801086665,1396882205,597
1073605499,1396882205,876
1063449031,1396882205,303
1932139474,1396882205,73
1104890003,1396882205,60
1255488052,1396882205,997
1306896519,1396882205,390
1356332068,1396882205,71
1245267723,1396882205,643
1053425181,1396882205,94
1053425181,1306889597,385
1124146683,1396882205,146
1245313741,1396882205,183
1851345755,1396882205,73
1174564314,1396882205,63
1417970831,1396882205,448
1972548220,1396882205,97
1770578882,1396882205,157
1023019429,1396882205,71
1659514354,1396882205,216
1073856696,1396882205,69
1154491207,1396882205,52
1437138641,1396882205,77
1154376259,1396882205,56
1366599151,1396882205,444
1700852688,1396882205,119
1699194688,1396882205,478
1730276874,1396882205,714
1205819695,1396882205,215
1205923331,1396882205,775
1508039751,1396882205,399
1578728283,1396882205,55
1144469826,1396882205,296
1346339710,1396882205,65
1154344836,1396882205,150
1649680406,1396882205,209
1780654285,1396882205,60
1497070932,1396882205,562
1891114443,1396882205,203
1447562210,1396882205,192
1114979184,1396882205,165
1699722371,1396882205,283
1891788840,1396882205,114
1093830176,1396882205,87
1881642791,1396882205,253
1003860982,1396882205,60
1518066950,1396882205,87
1982661617,1396882205,183
1982751707,1396882205,387
1407838931,1396882205,92
1073603411,1396882205,169
1528174752,1396882205,2811
1063407351,1396882205,73
1629176573,1396882205,656
1659474336,1396882205,175
1780819375,1396882205,89
1265426050,1396882205,67
1306040894,1396882205,190
1275528770,1396882205,64
1023000999,1396882205,108
1942245683,1396882205,155
1326214438,1396882205,136
1770557159,1396882205,430
1225411010,1396882205,59
1881639136,1396882205,51
1417049834,1396882205,1227
1700080298,1396882205,99
1386615540,1396882205,56
1891879904,1396882205,65
1487701280,1396882205,543
1518143122,1396882205,90
1306862669,1396882205,138
1942364948,1396882205,735
1891963591,1396882205,54
1659425940,1396882205,1031
1316101249,1396882205,82
1316933955,1396882205,123
1013092089,1396882205,65
1093718272,1396882205,101
1972805414,1396882205,988
1447307251,1396882205,129
1447307251,1306889597,72
1902075500,1396882205,396
1083871164,1396882205,197
1902162431,1396882205,53
1134211543,1396882205,68
1275631129,1396882205,1767
1275631129,1306889597,292
1962499582,1396882205,203
1770639619,1396882205,66
1295882348,1396882205,131
1922251982,1396882205,385
1710086152,1396882205,776
1851490288,1396882205,64
1457448557,1396882205,66
1073516001,1396882205,114
1316034424,1396882205,668
1588807168,1396882205,414
1649368366,1396882205,477
1316987654,1396882205,50
1356438493,1396882205,1398
1588822803,1396882205,722
1376538207,1396882205,76
1144259631,1396882205,66
1750524856,1396882205,73
1982999694,1396882205,80
1801829114,1396882205,65
1659647899,1396882205,240
1700810371,1396882205,122
1184612921,1396882205,160
1982724076,1396882205,61
1265636757,1396882205,79
1407848534,1396882205,65
1720284086,1396882205,1308
1154597458,1396882205,437
1710032255,1396882205,143
1255579652,1396882205,89
1417191453,1396882205,713
1588655021,1396882205,53
1386664662,1396882205,2079
1235172164,1396882205,1107
1124061676,1396882205,91
1770711657,1396882205,373
1952737439,1396882205,80
1073808747,1396882205,136
1851318562,1396882205,352
1578531851,1396882205,67
1366559536,1396882205,151
1811935612,1396882205,75
1619051729,1396882205,64
1104020684,1396882205,273
1437161221,1396882205,480
1407890593,1396882205,211
1306010749,1396882205,688
1235196395,1396882205,146
1144535634,1396882205,210
1093809857,1396882205,61
1073605481,1396882205,71
1598750697,1396882205,56
1043294747,1396882205,87
1740288810,1306889597,185
1831281245,1396882205,1109
1326057167,1306889597,748
1326057167,1396882205,97
1013957976,1396882205,66
1659375228,1396882205,63
1740258011,1396882205,120
1356433783,1396882205,1295
1437260296,1396882205,2166
1477598712,1396882205,73
1568465623,1396882205,2474
1477548154,1396882205,77
1659473452,1396882205,83
1891843975,1396882205,176
1144288747,1396882205,121
1144288747,1306889597,573
1962470567,1396882205,254
1417011008,1396882205,67
1831121011,1396882205,1482
1124043880,1396882205,56
1023205531,1396882205,83
1487854311,1396882205,117
1326013566,1396882205,86
1104818889,1396882205,108
1952493371,1396882205,714
1366431710,1396882205,619
1174565543,1396882205,91
1487674016,1396882205,72
1871565465,1396882205,51
1205826526,1306889597,66
1205826526,1396882205,84
1942314075,1306889597,760
1720181738,1396882205,60
1730114315,1306889597,160
1629064738,1396882205,69
1104808641,1396882205,57
1285723718,1396882205,131
1063445641,1396882205,64
1417190711,1396882205,320
1427066489,1396882205,77
1326135443,1396882205,1801
1104817907,1396882205,70
1215017330,1396882205,738
1942268693,1396882205,52
1851483275,1396882205,271
1104862234,1396882205,602
1699760587,1396882205,87
1689647489,1396882205,90
1871677971,1396882205,767
1952485062,1396882205,220
1083713424,1396882205,762
1730102278,1396882205,77
1083712939,1396882205,693
1821145624,1396882205,90
1891726303,1396882205,70
1508961996,1396882205,116
1184620460,1396882205,144
1104802271,1306889597,134
1497793731,1396882205,180
1831181957,1396882205,114
1154312908,1396882205,78
1376635052,1396882205,154
1467544874,1396882205,590
1831269406,1396882205,92
1316975485,1396882205,2138
1730292913,1396882205,58
1104810274,1396882205,186
1356440796,1396882205,194
1295882165,1396882205,105
1366526469,1396882205,513
1285732131,1396882205,56
1194716662,1396882205,150
1417948076,1396882205,381
1376570010,1396882205,279
1881646073,1306889597,712
1881646073,1396882205,139
1861405409,1396882205,72
1417056854,1396882205,619
1982692844,1396882205,75
1538268974,1396882205,859
1417983214,1396882205,88
1831172618,1396882205,875
1548317498,1396882205,328
1851303788,1396882205,495
1144312554,1396882205,461
1790884138,1396882205,1052
1912060468,1396882205,330
1245322668,1396882205,103
1760702658,1396882205,139
1003903139,1396882205,1104
1831262385,1396882205,207
1639343346,1396882205,1114
1073607784,1396882205,620
1982689279,1396882205,106
1588684104,1396882205,51
1548378805,1396882205,79
1912947318,1396882205,83
1659428456,1396882205,405
1528212156,1396882205,342
1942412358,1396882205,85
1427251859,1396882205,148
1811158942,1396882205,142
1942203849,1396882205,831
1124292081,1396882205,110
1174556492,1396882205,121
1013936079,1396882205,120
1437186418,1396882205,812
1447342860,1396882205,495
1386734069,1396882205,199
1730241084,1306889597,365
1467406314,1396882205,534
1528105616,1396882205,87
1003801788,1396882205,61
1801866199,1396882205,69
1578655791,1396882205,879
1649327446,1396882205,184
1417938432,1396882205,154
1790708097,1306889597,115
1386689636,1396882205,79
1215036652,1396882205,449
1063452902,1396882205,61
1548251705,1396882205,56
1548251705,1306889597,551
1487635777,1396882205,67
1356311831,1396882205,53
1679511554,1396882205,340
1245334333,1396882205,129
1760414429,1396882205,62
1497758445,1396882205,64
1154339737,1396882205,1265
1063506921,1396882205,175
1952304966,1396882205,123
1154418267,1396882205,57
1114019536,1396882205,322
1245300391,1396882205,59
1861496838,1396882205,194
1538103692,1396882205,246
1558355941,1396882205,155
1558355941,1306889597,571
1285620344,1396882205,212
1053519785,1396882205,156
1245556554,1396882205,335
1669615639,1396882205,75
1275620312,1396882205,545
1750480182,1396882205,96
1922045137,1306889597,60
1285629527,1396882205,611
1013908730,1396882205,86
1942397054,1396882205,215
1861451338,1396882205,200
1518068832,1396882205,153
1043281710,1396882205,151
1790736759,1396882205,445
1942357819,1396882205,57
1275597262,1396882205,71
1598833808,1396882205,2394
1174576599,1396882205,69
1992897326,1396882205,929
1144377011,1396882205,2007
1568453207,1396882205,50
1205897584,1396882205,90
1982703328,1396882205,145
1750384780,1396882205,54
1619969482,1396882205,220
1982829297,1396882205,111
1083798193,1396882205,363
1396965034,1396882205,497
1538112495,1396882205,62
1194046656,1396882205,205
1134486467,1396882205,294
1891887204,1396882205,662
1306950514,1396882205,449
1306950514,1306889597,460
1952689135,1396882205,211
1851488985,1396882205,739
1902993009,1396882205,104
1790001410,1396882205,123
1134337983,1396882205,52
1760749030,1396882205,656
1528122595,1396882205,221
1508913302,1396882205,637
1528109832,1396882205,1036
1487749446,1396882205,154
1467545541,1306889597,855
1942252952,1396882205,61
1417951302,1396882205,163
1700933504,1396882205,2631
1639249774,1396882205,67
1023100435,1396882205,248
1619075207,1396882205,103
1932102670,1396882205,88
1841566056,1396882205,64
1447242565,1396882205,134
1700105319,1396882205,264
1861888182,1396882205,188
1326101924,1396882205,644
1376538272,1396882205,52
1699099663,1396882205,170
1598750523,1396882205,1048
1164693008,1396882205,102
1598736266,1396882205,124
1356542369,1396882205,570
1437206232,1396882205,1010
1740365253,1396882205,79
1952629867,1396882205,67
